trading_name,x_coordinate,y_coordinate,block_id,clue_small_area,property_id,type
Gloria Jean's Coffees,144.9543505,-37.81867544,31,Melbourne (CBD),102109,restaurant
Threefold,144.961389,-37.81825094,13,Melbourne (CBD),103954,restaurant
Charlie Lovett,144.9503336,-37.82409303,804,Southbank,110988,restaurant
Travistock House Cafe,144.961389,-37.81825094,13,Melbourne (CBD),103954,restaurant
In a Rush,144.9591221,-37.81858017,22,Melbourne (CBD),110092,restaurant
Thai City Restaurant,144.9666993,-37.80443778,252,Carlton,111060,restaurant
Sushi Land,144.9445328,-37.82092961,1108,Docklands,632510,restaurant
Meerkat Manor,144.9514349,-37.78428452,931,Parkville,110273,restaurant
West Village NYC,144.9523782,-37.82539976,804,Southbank,110542,restaurant
Where's Marcel?,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
The Queens Of Heart Cafe,144.9694673,-37.82446912,751,Southbank,108654,restaurant
The Mill,144.960908,-37.81323451,64,Melbourne (CBD),104659,restaurant
Al Capone's Pizzeria,144.9194456,-37.79170781,559,Kensington,111268,restaurant
T-Square Club Cafe,144.9625116,-37.80619487,264,Carlton,619111,restaurant
City Wine Shop ,144.9724651,-37.81099169,58,Melbourne (CBD),108985,restaurant
The Waffle Club,144.9572395,-37.80745984,113,Melbourne (CBD),110684,restaurant
Oporto @ QV,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Turf Club Hotel ,144.9563792,-37.80130394,375,North Melbourne,103809,restaurant
Koji Sushi,144.9457644,-37.82205739,1108,Docklands,611367,restaurant
Freeo's,144.9840787,-37.81106468,614,East Melbourne,102005,restaurant
Toothpicks Cafe,144.9648536,-37.79944075,205,Carlton,573289,restaurant
Eliana Lulu,144.9654744,-37.81664468,25,Melbourne (CBD),101788,restaurant
Cafe Promenade,144.9775355,-37.83909862,759,Melbourne (Remainder),108631,restaurant
Prime House,144.9587607,-37.81494883,53,Melbourne (CBD),101176,restaurant
Nabe One,144.9638386,-37.81245199,65,Melbourne (CBD),105698,restaurant
The Vertue of the Coffee Drink,144.9683873,-37.79769784,217,Carlton,612757,restaurant
Mad Mex Flinders Lane,144.9643316,-37.81741878,14,Melbourne (CBD),103172,restaurant
Pho Flinders,144.963743,-37.81484304,45,Melbourne (CBD),103315,restaurant
Cafe Caledonia,144.9686769,-37.81072687,67,Melbourne (CBD),105678,restaurant
Broad Bean Organic Grocer,144.9666055,-37.82241845,812,Southbank,110413,restaurant
Ghans House,144.9672175,-37.80175883,247,Carlton,106234,restaurant
Liaision,144.9724886,-37.81292259,38,Melbourne (CBD),108272,restaurant
Salero Kito Padang Melbourne,144.9665978,-37.81376503,46,Melbourne (CBD),101137,restaurant
Oriental House,144.9612468,-37.79739836,270,Parkville,664626,restaurant
Strozzi Restaurant,144.9632538,-37.81706705,24,Melbourne (CBD),102089,restaurant
Commodity Cafe ,144.977677,-37.83949217,759,Melbourne (Remainder),108632,restaurant
ENA Greek Street Food,144.9662623,-37.82066923,753,Southbank,110606,restaurant
Felicci's,144.920988,-37.82600955,786,Port Melbourne,602733,restaurant
Oscar's Table,144.9412614,-37.81460533,1109,Docklands,560001,restaurant
Pacinos Italian Restaurant,144.9155212,-37.78257294,571,Kensington,602256,restaurant
Brown Bagels,144.9633433,-37.81611256,34,Melbourne (CBD),102137,restaurant
Burger Edge,144.9557168,-37.81571633,52,Melbourne (CBD),105389,restaurant
City Of Melbourne Bowls Club Inc,144.9544344,-37.81045581,92,West Melbourne (Residential),102945,restaurant
Sensory Lab,144.9648958,-37.81436987,45,Melbourne (CBD),101141,restaurant
Conservatory,144.9586604,-37.82312164,803,Southbank,597190,restaurant
TGI Fridays Restaurant & Bar,144.962154,-37.82167834,802,Southbank,575820,restaurant
Tsuta sushi,144.9610121,-37.81288006,64,Melbourne (CBD),105706,restaurant
Sake Restaurant & Bar,144.9682264,-37.82094188,752,Southbank,110734,restaurant
Meat Market South Wharf,144.9503336,-37.82409303,804,Southbank,110988,restaurant
The Duke of Wellington,144.9700863,-37.81640747,17,Melbourne (CBD),104021,restaurant
Cocoa Bean Cafe,144.9589392,-37.81595642,43,Melbourne (CBD),110146,restaurant
Dimattina's Restaurant Bar,144.9674164,-37.79978612,218,Carlton,106212,restaurant
Spin Coffee,144.9578132,-37.81636534,42,Melbourne (CBD),110095,restaurant
KFC,144.9378299,-37.81315031,1110,Docklands,620312,restaurant
The Mess Hall,144.9717967,-37.81200666,48,Melbourne (CBD),101111,restaurant
My Serendipity Cafe,144.982664,-37.84633593,870,Melbourne (Remainder),102178,restaurant
Gourmet Curry Hut,144.9640121,-37.81488174,45,Melbourne (CBD),105960,restaurant
The League Of Honest Coffee,144.9684463,-37.80913993,87,Melbourne (CBD),106056,restaurant
Gangnam Pocha,144.9549294,-37.81372352,72,Melbourne (CBD),105376,restaurant
William St Deli,144.9566979,-37.81317907,72,Melbourne (CBD),110103,restaurant
Joy Cupcakes,144.9701092,-37.81281453,47,Melbourne (CBD),602997,restaurant
Original Sushi,144.9593794,-37.8150902,53,Melbourne (CBD),101178,restaurant
McDonalds,144.9644996,-37.81782922,14,Melbourne (CBD),103167,restaurant
Little Avenue des Italians,144.9597229,-37.81392392,63,Melbourne (CBD),105867,restaurant
New Shanghai,144.9638386,-37.81245199,65,Melbourne (CBD),105698,restaurant
Cafe Segovia,144.9643901,-37.81526825,35,Melbourne (CBD),101097,restaurant
Hungry Jacks,144.9171939,-37.82984854,787,Port Melbourne,640573,restaurant
Chin Chin Restaurant,144.9703998,-37.81568875,17,Melbourne (CBD),103926,restaurant
Subway,144.9378299,-37.81315031,1110,Docklands,620312,restaurant
China Red,144.9668768,-37.81259409,56,Melbourne (CBD),101202,restaurant
Spudbar @ Chevron,144.9798191,-37.8455379,724,Melbourne (Remainder),108646,restaurant
La Spaghetteria Ristorante,144.966693,-37.80395783,252,Carlton,106248,restaurant
Degani Bakery Cafe,144.9611344,-37.81200936,74,Melbourne (CBD),105741,restaurant
Grounded House A Coffee Place,144.9294451,-37.79458129,524,Kensington,106321,restaurant
Kings Takeaway,144.9548584,-37.81514931,61,Melbourne (CBD),105311,restaurant
Cafe Vue,144.9601101,-37.81596878,43,Melbourne (CBD),105953,restaurant
11 Inch Pizza,144.9629844,-37.81570426,34,Melbourne (CBD),110669,restaurant
Sister Bellas,144.9638158,-37.81135,85,Melbourne (CBD),102596,restaurant
East Bar & Restaurant,144.9727065,-37.81290511,38,Melbourne (CBD),105910,restaurant
Degani @ Crown ,144.9586604,-37.82312164,803,Southbank,111175,restaurant
Burger Monster,144.9378299,-37.81315031,1110,Docklands,620312,restaurant
Achelya Cafe,144.942139,-37.81434525,1109,Docklands,560004,restaurant
I Wrap Cafe,144.9581484,-37.80444251,362,North Melbourne,103246,restaurant
Delicious Asian Cuisines & Pho,144.9555653,-37.81329521,72,Melbourne (CBD),106023,restaurant
Eden Bar,144.9676479,-37.81246709,56,Melbourne (CBD),108538,restaurant
NY Deli,144.9610146,-37.81453148,54,Melbourne (CBD),108108,restaurant
Xian Famous Foods / Little Lamb Hot Pot,144.9672247,-37.8102551,77,Melbourne (CBD),108576,restaurant
Q75,144.9572395,-37.80745984,113,Melbourne (CBD),110688,restaurant
Mill & Bakery at Central Pier,144.9435654,-37.8165193,1108,Docklands,604125,restaurant
Kedai Satay,144.9556966,-37.8156735,52,Melbourne (CBD),105388,restaurant
Aria Bar & Lounge,144.9662623,-37.82066923,753,Southbank,110323,restaurant
Metropolitan Hotel,144.9565837,-37.81292397,72,Melbourne (CBD),110106,restaurant
S & J Sushi Noodle Town,144.9488818,-37.80430161,345,North Melbourne,103401,restaurant
Shou Sumiyaki,144.9678632,-37.81158809,67,Melbourne (CBD),108583,restaurant
The Carlton Hotel,144.9676452,-37.81320485,46,Melbourne (CBD),101130,restaurant
Mamma Mia,144.9573923,-37.81531863,52,Melbourne (CBD),612820,restaurant
Hudson's Coffee,144.9591876,-37.8192157,12,Melbourne (CBD),110091,restaurant
Mr Collins,144.9494345,-37.82089145,1105,Docklands,628714,restaurant
Bros Sushi,144.9699756,-37.80941489,78,Melbourne (CBD),103618,restaurant
Carmine's Bistro,144.9672291,-37.80169334,247,Carlton,106233,restaurant
Wagaya Japanese Restaurant,144.9672768,-37.8124312,56,Melbourne (CBD),101204,restaurant
Sharkfin Inn City,144.9709749,-37.81068514,68,Melbourne (CBD),105899,restaurant
Taberu-Ya,144.9446836,-37.81993681,1108,Docklands,611366,restaurant
Goodovening,144.9604697,-37.81352285,64,Melbourne (CBD),108102,restaurant
Postal Hall,144.9689753,-37.81350285,47,Melbourne (CBD),108591,restaurant
Lee Ho Fook,144.9713154,-37.81559018,17,Melbourne (CBD),110277,restaurant
Chilangos,144.9573923,-37.81531863,52,Melbourne (CBD),111283,restaurant
Shanghai Street,144.9622831,-37.81321386,64,Melbourne (CBD),103187,restaurant
Society Cafe,144.9723947,-37.81181007,48,Melbourne (CBD),101106,restaurant
Chestnut Exchange Cafe,144.957088,-37.81686865,42,Melbourne (CBD),105950,restaurant
Mr Kitchen,144.9640475,-37.81076317,85,Melbourne (CBD),109309,restaurant
Mr Ramen San,144.9672768,-37.8124312,56,Melbourne (CBD),101204,restaurant
Bluebag,144.9707325,-37.8091842,78,Melbourne (CBD),603923,restaurant
Sixpence Cafe,144.9561073,-37.81571393,52,Melbourne (CBD),101172,restaurant
Tahini Lebanese Diner,144.9570408,-37.8146364,62,Melbourne (CBD),110099,restaurant
Dosanko Larmen,144.9699123,-37.81128986,57,Melbourne (CBD),103601,restaurant
The Town Mouse,144.9691211,-37.79853797,216,Carlton,102723,restaurant
Jarrah Restaurant & Bar,144.9671147,-37.82038777,753,Southbank,110607,restaurant
Ishiya Stonegrill,144.9679947,-37.81132789,67,Melbourne (CBD),108582,restaurant
Byblos Bar & Restaurant,144.9536422,-37.82253633,131,Docklands,103978,restaurant
Bambini Barrista,144.957088,-37.81686865,42,Melbourne (CBD),105950,restaurant
McDonalds,144.9645071,-37.81180752,65,Melbourne (CBD),109301,restaurant
The Cut Steakhouse,144.9699104,-37.81401267,37,Melbourne (CBD),100398,restaurant
Riverslide Skate Park,144.9721254,-37.82065979,850,Melbourne (Remainder),101101,restaurant
Grill'd Healthy Burgers,144.9675264,-37.79887015,218,Carlton,106197,restaurant
Riverslide Skate Park,144.9721254,-37.82065979,850,Melbourne (Remainder),101101,restaurant
Plantation Cafe,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Jang Go Mama,144.9681529,-37.81081665,67,Melbourne (CBD),105681,restaurant
Ikkoryu Fukuoka Ramen,144.9692478,-37.81598754,16,Melbourne (CBD),108532,restaurant
Dinner by Heston,144.9586604,-37.82312164,803,Southbank,597190,restaurant
Cafe Cavallino,144.9664496,-37.80128848,246,Carlton,106106,restaurant
Strike Bowling,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Two Fish Seafood Cafe,144.95955,-37.81660734,33,Melbourne (CBD),105938,restaurant
Paris Go Bistro,144.9708841,-37.79695652,224,Carlton,108247,restaurant
The Soup Place,144.9655966,-37.8166033,25,Melbourne (CBD),101789,restaurant
Carlton Megabytes,144.9655262,-37.80671734,266,Carlton,534005,restaurant
Strozzi Restaurant,144.9632538,-37.81706705,24,Melbourne (CBD),102089,restaurant
Madame's Kitchen,144.9707325,-37.8091842,78,Melbourne (CBD),603923,restaurant
Embassy Cafe,144.9477871,-37.80811106,427,West Melbourne (Residential),108871,restaurant
Shimbashi Japanese Soba & Sake Bar,144.9713242,-37.81131159,58,Melbourne (CBD),105656,restaurant
Subway Carlton,144.9642885,-37.80099105,245,Carlton,110987,restaurant
Cafe Eurasia ,144.954944,-37.81850425,31,Melbourne (CBD),102110,restaurant
Melba Restaurant,144.9662623,-37.82066923,753,Southbank,110323,restaurant
Sushia,144.9557275,-37.81902044,21,Melbourne (CBD),579252,restaurant
Dr Dax Kitchen,144.9612468,-37.79739836,270,Parkville,636694,restaurant
In A Rush Docklands ,144.9457644,-37.82205739,1108,Docklands,611367,restaurant
Elements Cafe ,144.9457644,-37.82205739,1108,Docklands,611367,restaurant
Starbucks ,144.9642637,-37.8112271,85,Melbourne (CBD),109303,restaurant
Watershed Carwash & Cafe,144.9501054,-37.80973186,440,West Melbourne (Residential),108946,restaurant
Domain Brasserie,144.9820364,-37.83431435,861,South Yarra,102505,restaurant
King Jons,144.9551492,-37.81584127,51,Melbourne (CBD),105304,restaurant
New York Minute,144.9662956,-37.7988135,206,Carlton,103694,restaurant
Little Lygon Restaurant,144.9671892,-37.80191702,247,Carlton,106236,restaurant
William St Deli,144.9566979,-37.81317907,72,Melbourne (CBD),110103,restaurant
Albert St Deli,144.9746801,-37.80907045,644,East Melbourne,100339,restaurant
Toast Kitchen Cafe,144.9490423,-37.80463699,345,North Melbourne,103396,restaurant
Metropolitan Hotel,144.9565837,-37.81292397,72,Melbourne (CBD),110106,restaurant
Affogato,144.9612664,-37.81398752,54,Melbourne (CBD),104654,restaurant
O-Bento,144.9627888,-37.81722704,24,Melbourne (CBD),102091,restaurant
Ombra,144.9709443,-37.81170263,58,Melbourne (CBD),101225,restaurant
Bowery to Williamsburg,144.9702912,-37.8161284,17,Melbourne (CBD),107003,restaurant
Rejuice Bar & Cafe,144.9412614,-37.81460533,1109,Docklands,560001,restaurant
The Bottom End / Burger Boys,144.955606,-37.81782672,31,Melbourne (CBD),105941,restaurant
Etto St James,144.9578132,-37.81636534,42,Melbourne (CBD),101156,restaurant
Shanghai Street Xiaolongboa & Dumpling,144.9679947,-37.81132789,67,Melbourne (CBD),108582,restaurant
Doc Martins,144.9705847,-37.81393777,37,Melbourne (CBD),102158,restaurant
Guk Bab,144.9560169,-37.8134766,72,Melbourne (CBD),110708,restaurant
Southern China Style Cuisine,144.943969,-37.81927362,1108,Docklands,604124,restaurant
Schnitz QV,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Tom Toon 3 Thai Restaurant,144.9542801,-37.81384802,71,Melbourne (CBD),105316,restaurant
Kuaizi Bar,144.9662007,-37.81642646,25,Melbourne (CBD),103964,restaurant
Heartattack and Vine,144.9671482,-37.7976433,207,Carlton,106152,restaurant
Pronto On Flinders,144.9632258,-37.81784765,14,Melbourne (CBD),103950,restaurant
Pocket Cafe,144.9414027,-37.79501722,2392,North Melbourne,617402,restaurant
Souperman,144.9632938,-37.81554941,34,Melbourne (CBD),105929,restaurant
Express Kartel,144.9574732,-37.81753383,32,Melbourne (CBD),102117,restaurant
Il Nostro Posto,144.961215,-37.81328955,64,Melbourne (CBD),104668,restaurant
Replay cafe,144.9401994,-37.81427742,1109,Docklands,601815,restaurant
That's Amore Bistro,144.9628116,-37.81581721,34,Melbourne (CBD),110670,restaurant
Cafe Baci's,144.9586604,-37.82312164,803,Southbank,111175,restaurant
The Tea Room,144.9686338,-37.82281707,752,Southbank,110736,restaurant
Little Bean Blue,144.9731836,-37.81260039,38,Melbourne (CBD),108982,restaurant
The Lab - Nitrogen Gelato,144.9676139,-37.81269744,56,Melbourne (CBD),101206,restaurant
In A Rush 150 Collins,144.968181,-37.81419714,36,Melbourne (CBD),108534,restaurant
Chapter House Coffee,144.9676946,-37.81676378,16,Melbourne (CBD),110761,restaurant
Uni Square Cafe,144.9610729,-37.80239254,257,Carlton,525988,restaurant
Crust Gourmet Pizza Bar Melbourne,144.9614648,-37.81291055,64,Melbourne (CBD),105704,restaurant
Red Pepper Indian Restaurant,144.9724607,-37.81126209,58,Melbourne (CBD),504545,restaurant
Mellow's Restaurant and Bar,144.9665747,-37.80530329,267,Carlton,106251,restaurant
Leap's Bakery Cafe,144.9566017,-37.81988484,11,Melbourne (CBD),103957,restaurant
South Melbourne Market Dim Sims,144.9638386,-37.81245199,65,Melbourne (CBD),105698,restaurant
Khokolat Bar,144.9610735,-37.81359799,64,Melbourne (CBD),105869,restaurant
Mugs Alley,144.9759275,-37.81642072,655,East Melbourne,580629,restaurant
Gloria Jean's Coffees,144.9662952,-37.81272047,56,Melbourne (CBD),101200,restaurant
Il Pom Italian,144.9699175,-37.81784465,6,Melbourne (CBD),578325,restaurant
The Potter Espresso Bar,144.9612468,-37.79739836,270,Parkville,620791,restaurant
Bean Buzz Cafe,144.9291382,-37.79407422,2524,Kensington,615808,restaurant
Nando's,144.9556037,-37.80606639,435,West Melbourne (Residential),109682,restaurant
New Lanna Thai ,144.9540004,-37.79936937,377,North Melbourne,103816,restaurant
Bistro Du Peuple,144.9638971,-37.81719967,24,Melbourne (CBD),110765,restaurant
Little Richard Pizza Bar,144.9558713,-37.80140031,375,North Melbourne,103810,restaurant
Meat Fish Wine,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Smokestack,144.9606367,-37.81581152,43,Melbourne (CBD),108068,restaurant
Network Public Bar & Pizzeria,144.9523393,-37.81815358,1101,Docklands,108973,restaurant
Health Cosmos,144.9653407,-37.81620631,25,Melbourne (CBD),102084,restaurant
Curry Vault ,144.9605225,-37.81642893,33,Melbourne (CBD),100729,restaurant
+39 Pizzeria & Antipasteria,144.9617496,-37.81327298,64,Melbourne (CBD),105873,restaurant
Watershed Carwash & Cafe,144.9501054,-37.80973186,440,West Melbourne (Residential),108946,restaurant
Capri At The Quays Cafe,144.9429896,-37.81354363,1109,Docklands,627659,restaurant
Salonica Gyros Bar,144.9669104,-37.79905377,206,Carlton,106137,restaurant
Cafe On Collins,144.9638231,-37.81662708,24,Melbourne (CBD),110762,restaurant
Flavour Cafe,144.954319,-37.7997297,377,North Melbourne,103814,restaurant
I Bean,144.9608476,-37.81614776,33,Melbourne (CBD),108067,restaurant
Stovetop,144.9608587,-37.8037076,257,Carlton,105524,restaurant
Vincent The Dog,144.9692679,-37.79777639,216,Carlton,102715,restaurant
The Deanery,144.9636498,-37.81686635,24,Melbourne (CBD),110763,restaurant
Buddabah,144.9557275,-37.81902044,21,Melbourne (CBD),579252,restaurant
New Bakehouse and Coffee,144.9293153,-37.79409415,2524,Kensington,615952,restaurant
Intersection Cafe,144.9672287,-37.79734681,207,Carlton,106154,restaurant
Hamodava Cafe,144.9714499,-37.81227429,48,Melbourne (CBD),101114,restaurant
Axil Coffee Roasters,144.9701092,-37.81281453,47,Melbourne (CBD),602997,restaurant
Pronto Pizza Bar,144.9612468,-37.79739836,270,Parkville,664626,restaurant
Tokui Sushi,144.9643593,-37.81143223,85,Melbourne (CBD),109302,restaurant
Perk Up Cafe Burger Bar,144.9545688,-37.81861166,31,Melbourne (CBD),102111,restaurant
Section 8 Bar,144.9653899,-37.81176167,66,Melbourne (CBD),109436,restaurant
State Netball & Hockey Centre Cafe,144.947632,-37.78541878,931,Parkville,107427,restaurant
Mrs Parma's ,144.9719903,-37.81074304,58,Melbourne (CBD),105828,restaurant
Oak & Vine Bar,144.9608283,-37.81778076,23,Melbourne (CBD),106436,restaurant
Shuji Sushi,144.962154,-37.82167834,802,Southbank,575820,restaurant
Shuji Sushi,144.9560169,-37.8134766,72,Melbourne (CBD),105726,restaurant
Gyoza Gyoza & Momo Shabu Shabu,144.9690101,-37.81158808,57,Melbourne (CBD),105836,restaurant
Woodside Green,144.9644461,-37.80486182,265,Carlton,101592,restaurant
Agraba,144.9492052,-37.803603,345,North Melbourne,103413,restaurant
Peter Rowlands Catering,144.9803723,-37.83016988,852,Melbourne (Remainder),101100,restaurant
Pok Pok,144.9456209,-37.81974585,1108,Docklands,611364,restaurant
Dainty Sichuan Noodle Express,144.9638386,-37.81245199,65,Melbourne (CBD),105698,restaurant
Seasons Provedore,144.9666591,-37.80096704,246,Carlton,106112,restaurant
Melbourne Halal Food Centre ,144.9648816,-37.81729894,15,Melbourne (CBD),103327,restaurant
Middle Fish ,144.959001,-37.80257712,259,Carlton,101059,restaurant
Seven Seeds ,144.9591271,-37.8028778,259,Carlton,101061,restaurant
Killiney Kopitiam ,144.9666993,-37.80443778,252,Carlton,111064,restaurant
